Word,Frequency
excuse,1
execute,1
executed,1
executions,1
exemplifies,1
exercise,1
exhausting,1
exhibited,1
exists,1
exit,1
exonerate,1
expansive,1
expecting,1
expensive,1
experienced,1
experiences,1
experiencing,1
explainer,1
explanation,1
explored,1
explores,1
exploring,1
exported,1
expos,1
exposure,1
express,1
extended,1
extensive,1
extensively,1
extent,1
extra,1
extradite,1
extradited,1
extraordinaire,1
extraordinary,1
extravagant,1
extravaganza,1
extreme,1
extremists,1
exults,1
eyewitness,1
eyez,1
fabric,1
fabrication,1
facher,1
facilities,1
factor,1
failures,1
fairly,1
fairness,1
fallout,1
families,1
fancy,1
fantastical,1
fara,1
farce,1
farm,1
farming,1
farrakhan,1
farthest,1
fascism,1
fashion,1
faster,1
fateful,1
fathom,1
favor,1
favors,1
fawning,1
fda,1
fdr,1
feared,1
fearful,1
fearing,1
fearmongering,1
feasible,1
feast,1
feathers,1
features,1
feckless,1
fedex,1
feed,1
feelings,1
feet,1
fellow,1
felon,1
felonies,1
femininity,1
fended,1
fennel,1
ferguson,1
fermentation,1
festivals,1
fetched,1
feted,1
fetish,1
fettuccine,1
fiancee,1
ficker,1
fictions,1
fidel,1
fidget,1
fields,1
fifa,1
figured,1
fills,1
filmmaking,1
filter,1
filtration,1
finale,1
finalist,1
financed,1
finances,1
financier,1
financing,1
fines,1
fingerprinted,1
finish,1
firefighters,1
fireworks,1
firms,1
fisa,1
fiscal,1
fishing,1
fit,1
flag,1
flags,1
flair,1
flame,1
flashback,1
flashed,1
flashpoint,1
flat,1
flaunt,1
flavor,1
flavors,1
flawed,1
fled,1
fledgling,1
flee,1
fleet,1
flexes,1
flips,1
flirtation,1
float,1
floats,1
flooding,1
flop,1
flour,1
flow,1
floyd,1
flu,1
flug,1
flyer,1
flynngate,1
focuses,1
focusing,1
foe,1
foes,1
fog,1
foggy,1
foil,1
foley,1
follower,1
followers,1
fooled,1
foolish,1
footing,1
footsteps,1
foraged,1
forceful,1
forebears,1
forefront,1
foreman,1
forest,1
forgave,1
forged,1
forgot,1
forgotten,1
formally,1
format,1
forms,1
forrest,1
forthcoming,1
fortune,1
forum,1
forwarded,1
founded,1
fours,1
fowler,1
foxes,1
fractured,1
framing,1
franchise,1
francisco,1
franken,1
frankenstein,1
frantic,1
fraudster,1
fraught,1
freaked,1
freeway,1
freezer,1
frequent,1
frequently,1
fresca,1
friedman,1
fringe,1
frittata,1
frontier,1
frontline,1
fronts,1
frosty,1
fruitless,1
frustrating,1
frustration,1
fsb,1
ft,1
fueling,1
fuller,1
fully,1
fuming,1
functioning,1
fund,1
fundamentally,1
funding,1
fundraising,1
funerals,1
funk,1
funnel,1
fused,1
fusion,1
gabbard,1
gabe,1
gabor,1
gabriel,1
gaga,1
gail,1
gaines,1
gaining,1
galette,1
gallagher,1
galls,1
gallup,1
galvanize,1
gambia,1
gamble,1
gang,1
gangster,1
gaping,1
garland,1
garnacha,1
gary,1
gasoline,1
gasp,1
gates,1
gateway,1
gauge,1
gauntlet,1
gavel,1
gay,1
gays,1
gdp,1
gears,1
gel,1
gems,1
gender,1
generation,1
geopolitical,1
georges,1
georgetown,1
gereken,1
germans,1
gertrude,1
ghost,1
ghosted,1
ghosts,1
gilded,1
gillum,1
ginormous,1
gins,1
girdle,1
gisele,1
gladiators,1
gladwell,1
glam,1
glamorous,1
glamour,1
glanzer,1
glass,1
glasser,1
glasses,1
glen,1
global,1
globalism,1
globe,1
gloomy,1
glorious,1
goat,1
goddesses,1
goldin,1
golds,1
goldstein,1
goldwater,1
gong,1
gonzales,1
gonzo,1
goodness,1
goon,1
gorsuch,1
gorton,1
gossip,1
gotcha,1
gottfried,1
governorships,1
goya,1
gp,1
gr,1
grabs,1
grace,1
grade,1
graduate,1
graduates,1
graff,1
grain,1
grammys,1
grande,1
grant,1
grapple,1
grassy,1
grate,1
grateful,1
grave,1
gray,1
grayson,1
greatness,1
greenstein,1
greenwald,1
greets,1
grew,1
grey,1
griddled,1
grieve,1
grigio,1
grindel,1
gripping,1
grips,1
gritting,1
gritty,1
grocery,1
groggy,1
groom,1
groomed,1
grounds,1
grudge,1
grudges,1
gruesome,1
gs,1
guarantee,1
guarding,1
guards,1
guernsey,1
guerrilla,1
guest,1
guided,1
guitar,1
gulags,1
gump,1
gurdus,1
gutting,1
guys,1
gyllenhaal,1
habitats,1
hacked,1
hacker,1
hacks,1
haggard,1
hakkƒ,1
haldeman,1
halfsmoke,1
hallmarks,1
halt,1
halted,1
halves,1
ham,1
hamburg,1
hammer,1
hammond,1
hamon,1
hamsters,1
handed,1
handicap,1
handle,1
handling,1
handmaid,1
handover,1
hanged,1
hangout,1
hannah,1
hansen,1
harambe,1
harassers,1
harbor,1
hardball,1
hardened,1
hardest,1
harlots,1
harm,1
harming,1
harmless,1
harmony,1
harry,1
harsh,1
hart,1
harvest,1
hat,1
hatch,1
hatefest,1
haters,1
hating,1
hatred,1
haunting,1
havemann,1
havoc,1
hawks,1
hayden,1
headaches,1
heading,1
heap,1
hears,1
heartbeat,1
heartburn,1
heat,1
heath,1
heating,1
heels,1
hefner,1
heights,1
heirs,1
helen,1
hello,1
helm,1
helpful,1
helps,1
hendricks,1
henry,1
herald,1
herbers,1
herbs,1
heretics,1
heritage,1
heroic,1
herring,1
herself,1
hewed,1
heyday,1
hgtv,1
hickenlooper,1
hiding,1
highlighted,1
highways,1
himmelfarb,1
hinder,1
hindu,1
hint,1
hip,1
hippies,1
hipster,1
hire,1
hirsch,1
hispanics,1
historovox,1
hoax,1
hoaxer,1
hoaxes,1
hobble,1
hobby,1
hohmann,1
holdman,1
holes,1
holmes,1
holton,1
holtzman,1
homeland,1
homemade,1
homes,1
honcho,1
honor,1
honorable,1
honored,1
honoring,1
honors,1
honours,1
hootenanny,1
hop,1
hopefuls,1
horowitz,1
hospital,1
hostage,1
hostility,1
hosting,1
household,1
houses,1
housing,1
howard,1
howgreenami,1
howl,1
howling,1
huawei,1
huffpost,1
hugh,1
hughes,1
huh,1
huma,1
humans,1
humiliating,1
humility,1
humor,1
humorist,1
humour,1
humphrey,1
hungarian,1
hungary,1
hunters,1
hunting,1
huntington,1
huntress,1
huntsman,1
hurrah,1
hurry,1
hurting,1
hurtles,1
hurtling,1
husbands,1
hussle,1
hustler,1
hype,1
hyperventilating,1
hypocrisy,1
hypocrites,1
hysteria,1
ian,1
ibf,1
iceberg,1
iced,1
icons,1
icy,1
id,1
idealism,1
ideology,1
idiot,1
idiots,1
idlib,1
idol,1
ignites,1
ignores,1
iii,1
ikea,1
illegally,1
illegitimate,1
illustrate,1
illustrated,1
imaginary,1
imagined,1
imagining,1
imitating,1
immediate,1
immediately,1
immigrant,1
immigrants,1
immoral,1
impaneling,1
impartial,1
impeachapalooza,1
impersonating,1
impersonators,1
implausible,1
implement,1
implementation,1
implicated,1
implicates,1
implicating,1
imploding,1
imply,1
imported,1
impossibility,1
impotent,1
imprisoned,1
improbable,1
impuestos,1
impulses,1
inappropriate,1
inaugurated,1
inc,1
incentives,1
inches,1
inclusion,1
incompetence,1
inconvenient,1
increased,1
incriminates,1
incriminating,1
incumbents,1
indefensible,1
indianapolis,1
indictability,1
indicting,1
indigenous,1
indispensable,1
individual,1
inducing,1
ineptitude,1
ineptness,1
inevitability,1
inexperience,1
infamy,1
inferno,1
infiltrated,1
inflames,1
inflicted,1
inflow,1
influencers,1
influences,1
infomercials,1
infortrend,1
infuriates,1
ingram,1
inhumane,1
inimitable,1
injustices,1
inland,1
innocence,1
inorganic,1
inquisitors,1
inscriptions,1
insecure,1
insecurities,1
insight,1
inspiration,1
inspire,1
inspires,1
installation,1
institutional,1
instructs,1
insufficient,1
insurance,1
intact,1
intense,1
intensifies,1
interactions,1
intercepted,1
interesting,1
interests,1
interfere,1
interior,1
intervened,1
intimidation,1
intrigue,1
intrigued,1
introduction,1
invaded,1
invent,1
invented,1
investigates,1
investments,1
investors,1
invincibility,1
invincible,1
invitation,1
invitational,1
invites,1
invoke,1
invoked,1
involve,1
iq,1
iranian,1
iraq,1
ireland,1
irina,1
irma,1
irony,1
irregular,1
irregularities,1
irresistible,1
irresponsible,1
isaac,1
ish,1
isinbayeva,1
islam,1
islamic,1
isolation,1
israelis,1
issa,1
issued,1
istanbul,1
italian,1
item,1
items,1
itunes,1
ix,1
jablonska,1
jackson,1
jacobson,1
jacques,1
jam,1
jamal,1
jeers,1
jefferson,1
jemele,1
jenkins,1
jenner,1
jenny,1
jericho,1
jerk,1
jerry,1
jesus,1
jet,1
jets,1
jewish,1
jinks,1
joel,1
joey,1
johnny,1
joining,1
joking,1
joneses,1
jong,1
joost,1
jordan,1
jordanian,1
jos,1
journalistically,1
journals,1
jousts,1
jovenel,1
joystick,1
juanita,1
judas,1
judgement,1
judicial,1
julie,1
juliette,1
jumps,1
jungle,1
juska,1
jussie,1
justices,1
justification,1
ka,1
kabul,1
kagan,1
kamelot,1
kate,1
kathleen,1
kathrada,1
katrina,1
kcet,1
keeper,1
keith,1
kendall,1
kentucky,1
kerry,1
keys,1
khan,1
khizr,1
khloe,1
kicked,1
kid,1
kidder,1
kidnapping,1
kiefer,1
kilkenny,1
killer,1
killing,1
kimmel,1
kingdom,1
kinkead,1
kirkman,1
kirstjen,1
kiss,1
kitty,1
knife,1
knoll,1
knowing,1
kobe,1
kondo,1
konyukhov,1
kotz,1
kremlingate,1
ktla,1
kuhn,1
kunhardt,1
kurds,1
kuril,1
kwai,1
kylie,1
kyra,1
lab,1
labelle,1
labradoodles,1
lacy,1
ladygraham,1
lagarde,1
lago,1
lake,1
lakes,1
lam,1
lama,1
lampoon,1
landfill,1
landing,1
landlord,1
landmark,1
landon,1
lands,1
lange,1
lanka,1
lapshin,1
lardner,1
large,1
las,1
latin,1
latinos,1
latta,1
lauder,1
laugh,1
laughable,1
laughing,1
launched,1
launching,1
lauren,1
laurene,1
lawmaking,1
lawn,1
laxalt,1
laying,1
layoffs,1
ld,1
leading,1
leads,1
leahy,1
leak,1
leaky,1
leaping,1
learning,1
leather,1
legality,1
legalized,1
legalizes,1
legally,1
legends,1
legislation,1
legislature,1
leibovich,1
leicester,1
leipzig,1
lemonade,1
lengthy,1
leon,1
lesley,1
lester,1
lethal,1
lets,1
letting,1
lettuces,1
lev,1
leveraging,1
levin,1
lewandowski,1
lewinsky,1
lgbtq,1
liabilities,1
liability,1
liam,1
libby,1
libel,1
liberty,1
license,1
liddle,1
liebe,1
liedman,1
lifestyle,1
lift,1
lighter,1
likes,1
limb,1
limbo,1
linda,1
lineup,1
link,1
linking,1
linton,1
listened,1
listers,1
listings,1
lithgow,1
lithuania,1
litman,1
livid,1
liz,1
lo,1
loathe,1
lobster,1
lockdown,1
locket,1
logan,1
logs,1
loneliness,1
longing,1
longworth,1
loom,1
loomed,1
loop,1
loose,1
lord,1
lorenz,1
lots,1
loud,1
louise,1
louisiana,1
louvre,1
lover,1
loving,1
lower,1
lsd,1
lt,1
lugar,1
luke,1
luken,1
lukewarm,1
lula,1
lunch,1
lurched,1
lust,1
luther,1
luxurious,1
lynch,1
lynched,1
lynching,1
lynda,1
lyndon,1
maasai,1
maastricht,1
mac,1
macedonia,1
machina,1
machines,1
maclaine,1
madame,1
madman,1
madonna,1
madrid,1
maestro,1
maga,1
maggie,1
magician,1
magicians,1
magnet,1
magnitude,1
maguire,1
main,1
majors,1
makeover,1
makings,1
malcolm,1
male,1
malek,1
malgorzata,1
malice,1
malignant,1
mall,1
malpractice,1
manage,1
managed,1
manager,1
managing,1
manchester,1
manchurian,1
mandate,1
mandatory,1
mandela,1
manhunt,1
mania,1
maniac,1
manipulator,1
manson,1
mantle,1
mapo,1
maracci,1
marburger,1
marc,1
marching,1
margaret,1
marginalization,1
margot,1
marianne,1
marijuana,1
marinade,1
marion,1
marita,1
markey,1
markovic,1
marlow,1
marred,1
married,1
marriott,1
marshal,1
marshall,1
martha,1
martial,1
marttila,1
marxist,1
maryam,1
mascot,1
mason,1
massachusetts,1
masseria,1
master,1
mastered,1
masturbating,1
matchday,1
matching,1
mate,1
mathematical,1
matriarch,1
mattered,1
matthias,1
maura,1
maurer,1
maverick,1
maximize,1
maximus,1
mayer,1
mazlish,1
mccarthyism,1
mccormack,1
mcgehee,1
mclaughlin,1
mcnally,1
meal,1
meals,1
meaning,1
meaningful,1
meanings,1
meant,1
measles,1
measuring,1
meatballs,1
medicaid,1
medieval,1
megan,1
megyn,1
melancholy,1
melting,1
membership,1
memorable,1
mentalist,1
mentally,1
mentor,1
mentors,1
menu,1
mercedes,1
meringues,1
merle,1
mermaids,1
merrick,1
messes,1
messy,1
methodically,1
meticulous,1
metro,1
mia,1
mich,1
michelle,1
microbes,1
mideast,1
midland,1
midnightmitch,1
mighty,1
mikaela,1
mild,1
miles,1
milk,1
milkshakes,1
millennial,1
millett,1
milling,1
millionaires,1
milosevic,1
mimi,1
mimic,1
mingle,1
mini,1
miniature,1
minimum,1
mining,1
minions,1
minnesota,1
minogue,1
minoritarian,1
minorities,1
minsk,1
minus,1
minute,1
miracles,1
miriam,1
mirjana,1
mirror,1
mirroring,1
mirzakhani,1
misconduct,1
misfit,1
mishra,1
misled,1
misses,1
misstep,1
mistakenly,1
mister,1
mistrial,1
mix,1
mixed,1
mlb,1
mln,1
mocked,1
mode,1
moderate,1
moderator,1
modi,1
mogul,1
mom,1
monarch,1
mongering,1
mongolia,1
monica,1
moniker,1
monitor,1
monkeys,1
monopolies,1
monoxide,1
monstrously,1
montecito,1
monterrey,1
monument,1
monumental,1
morally,1
moran,1
morgan,1
moritz,1
morrison,1
motel,1
mother,1
motion,1
motivations,1
motives,1
mount,1
mourning,1
mouthed,1
mouthpiece,1
mouthy,1
moviegoer,1
msnbc,1
mud,1
mudbound,1
muestran,1
mulaney,1
multi,1
mum,1
munk,1
murderer,1
murderers,1
museums,1
mushrooms,1
musical,1
muslims,1
mute,1
muted,1
myfreedomday,1
mystique,1
nadler,1
nailed,1
nails,1
naked,1
napolitano,1
narratives,1
nastiness,1
nasty,1
nationalized,1
nations,1
nationwide,1
nats,1
navarro,1
navigate,1
nba,1
nda,1
ndash,1
nea,1
necessary,1
neck,1
needn,1
neeson,1
negative,1
negatively,1
negativism,1
negotiation,1
nehisi,1
neighbor,1
neill,1
nelson,1
neo,1
neologisms,1
nerd,1
nerdy,1
nervous,1
net,1
neuer,1
neurotic,1
neutral,1
newcomer,1
newsless,1
newsman,1
newsweek,1
newswoman,1
neyfakh,1
nhl,1
nicer,1
nicholas,1
nicolosi,1
nielsen,1
nigerian,1
nigh,1
nina,1
ninja,1
nipsey,1
nixonland,1
nobel,1
noelle,1
nolan,1
noma,1
nominate,1
nominations,1
nonstop,1
nonverbal,1
nor,1
norah,1
normalizing,1
normandy,1
nos,1
nose,1
nostalgia,1
nostalgic,1
notebook,1
noted,1
notice,1
noticed,1
notnixonian,1
npr,1
nubbly,1
nutty,1
nyc,1
nyt,1
nƒ,1
oa,1
obamajam,1
objections,1
objects,1
obligated,1
obscurity,1
obsequious,1
observe,1
observer,1
obsess,1
obsessed,1
obst,1
obstacle,1
obstacles,1
obstructing,1
obtaining,1
occupation,1
occupies,1
occurred,1
ocean,1
octopuses,1
odyssey,1
offended,1
offenders,1
offensive,1
offering,1
offices,1
offline,1
ogden,1
okay,1
oklahoma,1
olamendi,1
older,1
oldest,1
oligarch,1
oligarchs,1
olliemania,1
onetime,1
onscreen,1
onto,1
opel,1
openly,1
operated,1
operates,1
operations,1
operatives,1
opini,1
oppermann,1
opportunity,1
opposes,1
optimist,1
option,1
oral,1
orbit,1
oregon,1
organ,1
organization,1
organizations,1
orlando,1
orthodox,1
ostrich,1
otherwise,1
ours,1
outcome,1
outgoing,1
outlet,1
outline,1
outlook,1
output,1
outraged,1
outrageous,1
outrages,1
outreach,1
outspoken,1
overall,1
overlap,1
overlapping,1
overlooked,1
overly,1
overreaching,1
overrode,1
oversee,1
overshadowed,1
overshadows,1
overstays,1
overstepping,1
overtakes,1
overturn,1
owed,1
oweida,1
owned,1
owners,1
owns,1
oxford,1
oz,1
package,1
packing,1
paddleboard,1
padres,1
painted,1
pajamas,1
pakistan,1
pakula,1
palestinian,1
palestinians,1
palisades,1
palladin,1
palma,1
palmer,1
palooza,1
pals,1
pan,1
pankaj,1
panna,1
paper,1
parade,1
paradise,1
paragraphs,1
pardoned,1
parkway,1
parliament,1
parliamentarians,1
parnas,1
parody,1
partial,1
participate,1
participation,1
partied,1
parting,1
partisanship,1
partnership,1
parts,1
passed,1
passion,1
pasting,1
pastoral,1
pathbreaking,1
patricia,1
patrician,1
patriotic,1
patriots,1
patt,1
patti,1
patuxent,1
pause,1
paying,1
payment,1
payments,1
payoffs,1
payroll,1
peaceful,1
peacock,1
peak,1
peanut,1
pearls,1
peas,1
pelinka,1
pending,1
penguins,1
penn,1
pennsylvania,1
pepsi,1
per,1
perception,1
perceptions,1
perez,1
performed,1
peril,1
periods,1
perlstein,1
permission,1
permit,1
perovskite,1
persecuted,1
personalities,1
personalizing,1
persuadable,1
perversion,1
pet,1
petersburg,1
peterson,1
petition,1
petty,1
pheasant,1
phelps,1
phenomenon,1
philando,1
philanthropist,1
philip,1
phillip,1
phillips,1
philosopher,1
philosophical,1
philosophy,1
phony,1
photograph,1
photographer,1
photographic,1
photographs,1
phrase,1
physical,1
pickle,1
pickup,1
pictured,1
pie,1
pieces,1
piercing,1
piling,1
pill,1
pillar,1
pills,1
pilobolus,1
pilot,1
pinocchio,1
pinsky,1
pioneered,1
pioneering,1
pipeline,1
pistachio,1
pistol,1
pitcher,1
pitchman,1
pits,1
pivotal,1
pizzeria,1
plague,1
plagued,1
plaque,1
playboy,1
playful,1
playwright,1
playwrights,1
pledge,1
pledges,1
plowed,1
plows,1
ploy,1
plumber,1
plunged,1
pocket,1
pockets,1
podcast,1
podcaster,1
podcasts,1
podesta,1
poems,1
poh,1
pointed,1
pointing,1
poised,1
poison,1
poisoned,1
poisoning,1
politeness,1
politicizing,1
politicking,1
pollution,1
pomp,1
ponder,1
ponders,1
poodle,1
pooh,1
pools,1
popcorn,1
popping,1
pops,1
populism,1
populist,1
pornography,1
port,1
portending,1
portray,1
pose,1
positions,1
positive,1
possession,1
possibility,1
posted,1
poster,1
posters,1
posting,1
postpones,1
postponing,1
potomac,1
pottinger,1
pottymouth,1
pounding,1
pour,1
povetkin,1
powered,1
practical,1
prague,1
prairie,1
praise,1
praiseworthy,1
prank,1
pranks,1
prayer,1
prays,1
precise,1
predator,1
predators,1
predecessors,1
predictable,1
predicted,1
predicting,1
predicts,1
preemptive,1
preexisting,1
prelude,1
premature,1
premier,1
premieres,1
prepared,1
preparing,1
preposterous,1
prequel,1
prescient,1
presence,1
preserve,1
preserving,1
preside,1
presides,1
pressed,1
pressmen,1
pressured,1
pretzels,1
preview,1
previewed,1
previous,1
pride,1
primal,1
primaries,1
primer,1
priming,1
primordial,1
princesses,1
principle,1
prior,1
priorities,1
prisoner,1
privatize,1
prizewinners,1
prizewinning,1
procedure,1
procedures,1
proceeds,1
processes,1
prodigy,1
produced,1
professional,1
professionals,1
professors,1
profiles,1
profitability,1
profound,1
progressing,1
projections,1
projects,1
property,1
prophecy,1
prophet,1
proponent,1
propose,1
prosecuting,1
prospect,1
prosperity,1
protagonists,1
protectionism,1
protective,1
protects,1
provided,1
proving,1
provisions,1
provocative,1
pseudo,1
psycho,1
psychoanalysis,1
psychology,1
published,1
publishing,1
puff,1
pugnacious,1
pullback,1
pulls,1
pulpits,1
pump,1
pumpkin,1
punch,1
punditry,1
punk,1
puppet,1
purchase,1
purges,1
purified,1
purple,1
purpose,1
pursuing,1
pursuit,1
puzzle,1
qaeda,1
qanon,1
quaint,1
qualification,1
qualified,1
quarantelli,1
quarter,1
quartz,1
quell,1
quenching,1
questionable,1
questioning,1
quickly,1
quinn,1
quixotic,1
racial,1
racing,1
racism,1
rack,1
racking,1
racks,1
racy,1
radicalized,1
radio,1
raf,1
raging,1
rahm,1
raids,1
rail,1
railway,1
raines,1
rainy,1
rake,1
rallies,1
rallying,1
rampage,1
ramped,1
ranch,1
rancho,1
rand,1
rangers,1
ranging,1
ranieri,1
ranks,1
ransom,1
raped,1
rapid,1
rapp,1
rapper,1
raskin,1
rat,1
ratcliffe,1
rate,1
ratification,1
rating,1
ratings,1
ration,1
rationale,1
rationalize,1
rationally,1
ratushinskaya,1
rauch,1
raul,1
raum,1
ray,1
raytheon,1
razor,1
rb,1
reached,1
reaches,1
reactions,1
readiness,1
reaganland,1
realdonaldtrump,1
realignment,1
realists,1
realities,1
realization,1
realm,1
rear,1
reassuring,1
reassuringly,1
reauthorized,1
rebel,1
rebelled,1
rebellious,1
reboots,1
rebuked,1
rebukes,1
rebuts,1
rebutting,1
recage,1
recall,1
recess,1
recession,1
recipes,1
recipients,1
reciprocate,1
recognize,1
reconciled,1
reconciliation,1
recovering,1
redact,1
redefined,1
redistricting,1
redzepi,1
reelected,1
reemerge,1
reeves,1
reexamining,1
reference,1
referred,1
reflect,1
reflected,1
reflex,1
reformers,1
refund,1
refuse,1
refuses,1
refute,1
refutes,1
regarding,1
regional,1
registered,1
regret,1
regrets,1
regularly,1
regulate,1
regulation,1
regulators,1
reichsb,1
reid,1
reimagined,1
reimagining,1
reince,1
reins,1
reintroduce,1
reinvigorate,1
rejected,1
rejection,1
relations,1
relationships,1
relax,1
relaxing,1
relic,1
relies,1
relishes,1
reliving,1
rely,1
relying,1
remade,1
remaining,1
remedy,1
remind,1
remnick,1
remote,1
remotely,1
removal,1
renaissance,1
rename,1
render,1
rene,1
renews,1
renovation,1
reopen,1
reopening,1
reopens,1
reorganizing,1
repair,1
repeatedly,1
repeating,1
repeats,1
repel,1
repent,1
repertoire,1
replaced,1
replacement,1
replacements,1
replacing,1
reportage,1
representing,1
represents,1
reprieve,1
reproaches,1
repudiated,1
repudiation,1
repurposed,1
request,1
requested,1
requests,1
requiem,1
required,1
requires,1
rescinded,1
rescue,1
rescued,1
resegregation,1
reserved,1
reshaped,1
resident,1
resign,1
resolution,1
resonates,1
resort,1
resource,1
resourcefulness,1
respect,1
responding,1
responds,1
restrained,1
restrictions,1
restrooms,1
result,1
resuscitated,1
retaliated,1
retaliation,1
retraction,1
retreat,1
retrospective,1
returned,1
returning,1
reunion,1
reusable,1
reuters,1
revelatory,1
revels,1
reversal,1
reversals,1
reverse,1
reviewed,1
revisiting,1
revival,1
revive,1
revived,1
revolutionary,1
rewrites,1
reynolds,1
rhapsody,1
rhine,1
rhinestone,1
rhode,1
rhodes,1
rhyming,1
riboud,1
richness,1
ricotta,1
ride,1
rigged,1
righting,1
riled,1
riling,1
rings,1
rink,1
rip,1
ripples,1
rippling,1
risen,1
risks,1
riveted,1
riveting,1
rivlin,1
roads,1
roars,1
roast,1
rob,1
robbins,1
robin,1
robots,1
roche,1
rockefeller,1
rocket,1
rocketman,1
rodham,1
roe,1
rogers,1
rogues,1
rohrabacher,1
roll,1
rolled,1
rollout,1
rolls,1
roma,1
roman,1
romania,1
ron,1
ronald,1
ronny,1
rooftops,1
rooms,1
roost,1
root,1
rooted,1
roots,1
rosatom,1
roseanne,1
rosenbaum,1
rosenker,1
roses,1
rot,1
rotterdam,1
rotunda,1
roulette,1
rourke,1
row,1
royale,1
rpc,1
rugby,1
ruin,1
ruined,1
ruining,1
rulings,1
rumble,1
rumor,1
rumored,1
rumors,1
rundown,1
runoff,1
runs,1
ruppersberg,1
ryden,1
saban,1
sacrifice,1
sadness,1
safari,1
saffron,1
safire,1
sag,1
sail,1
salads,1
salem,1
salesman,1
saloum,1
salute,1
salutes,1
salvage,1
salvaged,1
samuel,1
san,1
sanchez,1
sand,1
sandwiches,1
sanford,1
sanity,1
santa,1
sara,1
sarno,1
sasse,1
satire,1
satirize,1
satisfied,1
satisfying,1
sauce,1
sauna,1
sausage,1
sausages,1
savannah,1
savior,1
saw,1
scales,1
scam,1
scandalize,1
scandalized,1
scant,1
scarce,1
scare,1
scared,1
scarred,1
scenario,1
scene,1
scharlette,1
scheme,1
scheming,1
schock,1
schoeller,1
scholarly,1
schultz,1
schuster,1
scientific,1
scientist,1
scion,1
scoops,1
scooter,1
score,1
scorecard,1
scorned,1
scorsese,1
scotland,1
scottish,1
scoundrels,1
scrambles,1
scrambling,1
scrap,1
scraping,1
screed,1
screening,1
screenplay,1
screenplays,1
screenwriting,1
screw,1
screws,1
scripted,1
scrupulously,1
scrutinizes,1
seal,1
seales,1
seamy,1
searching,1
seared,1
seasonal,1
seatbelt,1
seats,1
seattle,1
sec,1
secretive,1
section,1
sector,1
secure,1
seducer,1
seeds,1
seekers,1
seemed,1
seinfeld,1
seizing,1
seizures,1
sekulow,1
select,1
sending,1
sends,1
senegal,1
senior,1
sentences,1
sentiment,1
separation,1
sequoia,1
serbia,1
serena,1
sermon,1
servant,1
server,1
services,1
session,1
sestak,1
setbacks,1
settlements,1
settling,1
seuss,1
sewer,1
sexier,1
shade,1
shades,1
shady,1
shakira,1
shall,1
sham,1
shamed,1
shapes,1
shareholder,1
sharing,1
sharknado,1
sharks,1
sharpie,1
shaw,1
shea,1
shed,1
sheinbaum,1
sheldon,1
shell,1
shelter,1
shelves,1
sheriff,1
sherrod,1
shielded,1
shiffrin,1
shifted,1
shifting,1
shifts,1
shines,1
ships,1
shocked,1
shocks,1
shoe,1
shoot,1
shopping,1
shops,1
shortage,1
shortened,1
shorter,1
shortly,1
shouted,1
shouts,1
shoved,1
showdown,1
showdowns,1
shower,1
shown,1
shrimp,1
shrimpscam,1
shrine,1
shrinks,1
shrugs,1
shtum,1
shunned,1
shunning,1
si,1
siberian,1
siblings,1
sicko,1
sideshow,1
sidestep,1
sigal,1
signature,1
significance,1
silkwood,1
silky,1
silvestri,1
simone,1
simplest,1
simpsons,1
sinai,1
sinatra,1
singer,1
singing,1
singlehood,1
sins,1
sip,1
sipping,1
sisterhood,1
sit,1
site,1
sites,1
situational,1
sizes,1
skarsgard,1
skate,1
skee,1
sketches,1
sketchy,1
ski,1
skier,1
skilled,1
skillet,1
skin,1
skinned,1
skinny,1
skip,1
skipping,1
skit,1
slade,1
slain,1
slater,1
slave,1
slavery,1
slavish,1
slaying,1
sleeper,1
sleeping,1
sleuth,1
slice,1
slides,1
slimy,1
slinging,1
slip,1
slipping,1
slips,1
slobodan,1
sloppy,1
sloth,1
slowed,1
slowing,1
sloyan,1
slurs,1
smacks,1
smart,1
smartest,1
smashed,1
smear,1
smears,1
smells,1
smithsonian,1
smoked,1
smokey,1
smollett,1
smother,1
smothers,1
smuggled,1
smuggling,1
snarky,1
snidery,1
sniping,1
snowball,1
soap,1
sobering,1
soccer,1
sochi,1
socialism,1
socialite,1
soft,1
soften,1
softer,1
soil,1
solace,1
sold,1
soldiers,1
solicited,1
solid,1
solidifies,1
solidify,1
solstice,1
solve,1
solved,1
somber,1
somewhat,1
sondheim,1
sooner,1
sophisticated,1
sore,1
soru,1
soulmates,1
sounding,1
soundtrack,1
sourced,1
souring,1
soviet,1
soviets,1
sow,1
spalding,1
spaniel,1
spanish,1
sparing,1
sparrow,1
spartacus,1
spd,1
speaking,1
specialists,1
spectacular,1
speeches,1
spend,1
sphere,1
spicy,1
spied,1
spine,1
spineless,1
spinelessness,1
spinner,1
spinners,1
spinning,1
spiraling,1
spirals,1
spitfire,1
splash,1
splatter,1
split,1
splitting,1
spoil,1
spokeswoman,1
sponsors,1
spots,1
spotter,1
spouse,1
spreading,1
sprouted,1
sputnik,1
spymaster,1
sq,1
squad,1
square,1
squash,1
squelch,1
squirrels,1
sr,1
sri,1
ssj,1
stability,1
stable,1
stacks,1
stadiums,1
staffers,1
staffing,1
stagecraft,1
stages,1
staggering,1
stahl,1
staked,1
stalls,1
stalwart,1
stamps,1
standard,1
standing,1
standings,1
stansfield,1
stansted,1
